mae,rmse,r2,wape,smape,candidate_name,model_family
9.878039360046387,12.62217903137207,0.9076240062713623,0.11199472321937678,0.1740420976952178,XGB_n100_d4_lr0.03,XGBoost
8.661355972290039,12.020563125610352,0.9162200689315796,0.09820026942457322,0.14879071210326586,XGB_n100_d4_lr0.06,XGBoost
8.853494644165039,12.290548324584961,0.9124143123626709,0.10037869319157884,0.15039010819027043,XGB_n100_d4_lr0.1,XGBoost
9.424644470214844,12.25852108001709,0.9128702282905579,0.10685425891497277,0.16472171884500617,XGB_n100_d5_lr0.03,XGBoost
8.245207786560059,11.637277603149414,0.9214776754379272,0.09348209588701362,0.13922362215596054,XGB_n100_d5_lr0.06,XGBoost
8.42397689819336,11.803421974182129,0.9192195534706116,0.09550893225690914,0.1417252642853429,XGB_n100_d5_lr0.1,XGBoost
8.983050346374512,11.85201358795166,0.9185530543327332,0.10184756477810689,0.15885618985511735,XGB_n100_d6_lr0.03,XGBoost
8.331245422363281,11.768481254577637,0.919697105884552,0.09445755557298134,0.13960908135470942,XGB_n100_d6_lr0.06,XGBoost
8.40953540802002,11.841833114624023,0.918692946434021,0.09534519450311893,0.14015267299663328,XGB_n100_d6_lr0.1,XGBoost
8.735870361328125,11.899657249450684,0.9178969264030457,0.09904510960694707,0.15152357261935512,XGB_n150_d4_lr0.03,XGBoost
8.658811569213867,11.978875160217285,0.9168001413345337,0.0981714309763961,0.14822917048680567,XGB_n150_d4_lr0.06,XGBoost
8.773137092590332,12.194648742675781,0.9137758016586304,0.09946762871247516,0.1498766200669338,XGB_n150_d4_lr0.1,XGBoost
8.423018455505371,11.73078727722168,0.9202106595039368,0.09549807579427892,0.14196206938926684,XGB_n150_d5_lr0.03,XGBoost
8.213653564453125,11.630295753479004,0.9215718507766724,0.09312434278281846,0.1390716922396257,XGB_n150_d5_lr0.06,XGBoost
8.476332664489746,11.8447904586792,0.9186522960662842,0.09610252889244762,0.14364425999131383,XGB_n150_d5_lr0.1,XGBoost
8.121516227722168,11.464330673217773,0.9237942099571228,0.0920797144361416,0.13699296130696406,XGB_n150_d6_lr0.03,XGBoost
8.276004791259766,11.760047912597656,0.9198121428489685,0.09383125618307073,0.1390776582161286,XGB_n150_d6_lr0.06,XGBoost
8.399696350097656,11.817516326904297,0.9190264940261841,0.0952336418261328,0.13973099221501917,XGB_n150_d6_lr0.1,XGBoost
8.536523818969727,11.819174766540527,0.9190037846565247,0.09678495829079062,0.14638112510658743,XGB_n200_d4_lr0.03,XGBoost
8.602399826049805,11.927886009216309,0.9175069332122803,0.09753184491298583,0.1474028219099061,XGB_n200_d4_lr0.06,XGBoost
8.76561450958252,12.1622314453125,0.9142336249351501,0.099382334125963,0.14980918481533742,XGB_n200_d4_lr0.1,XGBoost
8.328176498413086,11.713714599609375,0.9204427599906921,0.0944227573748456,0.139286466749716,XGB_n200_d5_lr0.03,XGBoost
8.165515899658203,11.571587562561035,0.9223616123199463,0.09257855856505451,0.1377792384123072,XGB_n200_d5_lr0.06,XGBoost
8.518355369567871,11.889655113220215,0.9180349111557007,0.0965789749101824,0.1447976961632923,XGB_n200_d5_lr0.1,XGBoost
8.058626174926758,11.488385200500488,0.9234740734100342,0.09136668027873597,0.13431663784616357,XGB_n200_d6_lr0.03,XGBoost
8.26585865020752,11.738659858703613,0.9201035499572754,0.09371622919573162,0.138883484761684,XGB_n200_d6_lr0.06,XGBoost
8.408921241760254,11.827948570251465,0.9188834428787231,0.09533823862138963,0.14053692931614228,XGB_n200_d6_lr0.1,XGBoost
8.74722267486704,12.676534758939498,0.9068266763405863,0.09917380939981703,0.1415069329492268,RF_n100_d12_l2,RandomForest
8.736614039742125,12.677398046527266,0.9068139854728958,0.09905353136449349,0.14131680059144505,RF_n100_d12_l4,RandomForest
8.805755352414018,12.7810548419916,0.9052838838660854,0.09983743816776688,0.14179069365059194,RF_n100_d16_l2,RandomForest
8.759249080591268,12.758249729031377,0.9056215844252669,0.09931016176140563,0.1413818733581845,RF_n100_d16_l4,RandomForest
8.77285776818849,12.705683885564921,0.9063976878779163,0.0994644536366801,0.1419824514996751,RF_n150_d12_l2,RandomForest
8.772236558116909,12.721657233749927,0.9061621897861322,0.09945741051321952,0.14178361558129135,RF_n150_d12_l4,RandomForest
8.842921591819632,12.818398541962907,0.9047295919792665,0.10025881963705438,0.1424307516439587,RF_n150_d16_l2,RandomForest
8.80181459560106,12.815369570177744,0.904774611219756,0.0997927588587352,0.14190212788590015,RF_n150_d16_l4,RandomForest
