accuracy,precision,recall,f1,operating_threshold,roc_auc,pr_auc,confusion_matrix,candidate_name,model_family,sampling_strategy,is_sampled
0.9361702127659575,0.0,0.0,0.0,0.5,0.8251515151515152,0.2150179163960835,"[[220, 0], [15, 0]]",XGB_d6_lr0.03_col0.3_spw14_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8321212121212122,0.29005451824769235,"[[220, 0], [15, 0]]",XGB_d6_lr0.03_col0.5_spw5_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8318181818181818,0.2970772561636358,"[[220, 0], [15, 0]]",XGB_d6_lr0.03_col0.5_spw10_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8351515151515151,0.24237984330711004,"[[220, 0], [15, 0]]",XGB_d6_lr0.03_col0.5_spw14_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8293939393939394,0.2643393552306439,"[[220, 0], [15, 0]]",XGB_d6_lr0.03_col0.7_spw5_Nat,XGBoost,Class_Weighted,False
0.9404255319148936,1.0,0.06666666666666667,0.125,0.5,0.826060606060606,0.325171875436712,"[[220, 0], [14, 1]]",XGB_d6_lr0.03_col0.7_spw10_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8093939393939394,0.2683697587907595,"[[220, 0], [15, 0]]",XGB_d6_lr0.03_col0.7_spw14_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.7824242424242425,0.23163777488958076,"[[220, 0], [15, 0]]",XGB_d6_lr0.08_col0.3_spw5_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8009090909090909,0.261628725656619,"[[220, 0], [15, 0]]",XGB_d6_lr0.08_col0.3_spw10_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8075757575757576,0.3654881515606858,"[[220, 0], [15, 0]]",XGB_d6_lr0.08_col0.3_spw14_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.8233333333333333,0.3057537176386977,"[[220, 0], [15, 0]]",XGB_d6_lr0.08_col0.5_spw5_Nat,XGBoost,Class_Weighted,False
0.9361702127659575,0.0,0.0,0.0,0.5,0.806060606060606,0.41521042618492493,"[[220, 0], [15, 0]]",XGB_d6_lr0.08_col0.5_spw10_Nat,XGBoost,Class_Weighted,False
0.9404255319148936,1.0,0.06666666666666667,0.125,0.5,0.7663636363636364,0.3375613461500428,"[[220, 0], [14, 1]]",XGB_d6_lr0.08_col0.5_spw14_Nat,XGBoost,Class_Weighted,False
0.9319148936170213,0.0,0.0,0.0,0.5,0.8127272727272727,0.305572159438572,"[[219, 1], [15, 0]]",XGB_d6_lr0.08_col0.7_spw5_Nat,XGBoost,Class_Weighted,False
